filename,algo,sim,threshold,exe,pairs,lookups,indexEntriesSeen,candidatesP1,candidatesVerify,verifyTrueSteps,verifyTrueSetSizeSum,verifyTrueSetSizeCnt,verifyFalseSteps,verifyFalseSetSizeSum,verifyFalseSetSizeCnt,verifyLoop0True,verifyLoop0False,readrawrecords,algoindex,algojoin,readrawforeignrecords,adaptjoinlastext0,adaptjoinlastext1,adaptjoinlastext2,adaptjoinlastext3,adaptjoinlastext4,adaptjoinlastext5,adaptjoinlastext6,adaptjoinlastext7,adaptjoinlastext8,adaptjoinlastext9,adaptjoinlastext10,adaptjoinlastext11,adaptjoinlastext12,adaptjoinlastext13,adaptjoinlastext14,adaptjoinlastext15,adaptjoinlastext16,adaptjoinlastext17,adaptjoinlastext18,adaptjoinlastext19,adaptjoinlastext20
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.8,set_sim_join_ext_stat,4806011,5912747,2957838191,551344825,15117545,6306385,15364070,2366702,33799366,112087856,20623068,,,3472,1404,50248,324,456392,485329,59110,3932,428,103,42,82,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.95,set_sim_join_ext_stat,3761447,1006832,306133406,306132277,306132277,5126247,26181972,7522894,781123090,2610784854,604741660,2624904,,3268,860,12740,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.8,set_sim_join_nostat,4806011,,,,,,,,,,,,,3352,1020,20512,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.6,set_sim_join_nostat,152411294,,,,,,,,,,,,,3360,1156,234692,508,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.6,set_sim_join_ext_stat,152411294,1673727,2891765078,1465024607,1558127074,273631542,1467563550,304822588,2301129115,14895523713,2811431560,5705095,28640331,3280,1600,223648,432,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.95,set_sim_join_candonly,0,,,,,,,,,,,,,3472,1040,5084,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.7,set_sim_join_nostat,12966629,,,,,,,,,,,,,3336,1204,50040,424,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.95,set_sim_join_candonly,0,,,,,,,,,,,,,3344,1272,27916,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.75,set_sim_join_nostat,12736613,,,,,,,,,,,,,3348,1184,48556,420,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.6,set_sim_join_candonly,0,,,,,,,,,,,,,3396,1024,94668,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.85,set_sim_join_candonly,0,,,,,,,,,,,,,3356,1040,12536,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.95,set_sim_join_ext_stat,3761447,1006832,306133406,22192956,22192956,2870246,26181972,7522894,47406432,288806077,36863018,2624904,5,3440,1040,11864,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.85,set_sim_join_ext_stat,3828906,5274684,1919141336,327665366,9218297,2293910,5092952,834002,16585962,53580660,10778782,,,3388,1268,31180,332,478176,481768,41921,2971,401,90,40,51,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.7,set_sim_join_nostat,12966629,,,,,,,,,,,,,3356,1052,50716,332,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.8,set_sim_join_candonly,0,,,,,,,,,,,,,3276,1472,6912,340,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.8,set_sim_join_nostat,4806011,,,,,,,,,,,,,3452,1052,19780,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.6,set_sim_join_candonly,0,,,,,,,,,,,,,3336,1268,294096,320,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.8,set_sim_join_ext_stat,4806011,1203524,423722309,282095920,282095920,7781911,40626408,9612022,453533809,3029162308,554579818,2624904,,3448,1016,21316,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.85,set_sim_join_ext_stat,3828906,1062948,275586781,193434239,193434239,3444816,27695505,7657812,297729890,1857130848,379210666,2624904,,3400,1220,11076,516,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.85,set_sim_join_nostat,3828906,,,,,,,,,,,,,3500,1104,9844,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.85,set_sim_join_nostat,3828906,,,,,,,,,,,,,3368,1172,10868,420,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.5,set_sim_join_ext_stat,2406980403,2224062,8094247145,4983064582,4983064582,928639317,18576577854,4813960806,4114341133,28423406763,5152168358,1839296728,119929319,3364,1164,501612,512,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.95,set_sim_join_nostat,3761447,,,,,,,,,,,,,3228,896,11760,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.7,set_sim_join_candonly,0,,,,,,,,,,,,,3344,1180,27600,500,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.7,set_sim_join_candonly,0,,,,,,,,,,,,,3360,1264,66564,420,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.8,set_sim_join_nostat,4806011,,,,,,,,,,,,,3372,1220,27632,420,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.75,set_sim_join_ext_stat,12736613,1373665,1053102607,519806106,519806106,31050816,128006233,25473226,825376932,5476001316,1014138986,2624904,3195805,3360,1040,48884,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.8,set_sim_join_candonly,0,,,,,,,,,,,,,3224,992,7564,420,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.95,set_sim_join_nostat,3761447,,,,,,,,,,,,,3356,1560,29344,512,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.9,set_sim_join_ext_stat,3770786,1018348,307270874,185178021,185178021,3013450,26566885,7541572,280347020,1687842641,362814470,2624904,1031,3376,1036,9296,336,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.9,set_sim_join_nostat,3770786,,,,,,,,,,,,,3588,1032,11788,332,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.85,set_sim_join_nostat,3828906,,,,,,,,,,,,,3292,1716,8008,436,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.85,set_sim_join_candonly,0,,,,,,,,,,,,,3232,884,3172,332,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.6,set_sim_join_ext_stat,152411294,1773220,3034885008,3002779558,3002779558,696345417,1467563550,304822588,8841188124,28039770326,5700736528,5705095,153097142,3228,868,241900,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.95,set_sim_join_nostat,3761447,,,,,,,,,,,,,3396,1040,11772,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.9,set_sim_join_nostat,3770786,,,,,,,,,,,,,3356,1196,9840,424,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.9,set_sim_join_ext_stat,3770786,1018348,307270874,22372786,22372786,3013450,26566885,7541572,48285130,297768203,37204000,2624904,31,3376,1112,12044,512,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.6,set_sim_join_nostat,152411294,,,,,,,,,,,,,3344,1188,171176,424,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.75,set_sim_join_candonly,0,,,,,,,,,,,,,3280,1452,18740,340,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.85,set_sim_join_candonly,0,,,,,,,,,,,,,3456,1064,5300,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.95,set_sim_join_ext_stat,3761447,1006832,262289356,184623115,184623115,2870327,26181972,7522894,278722075,1668294134,361723336,2624904,,3364,1028,9824,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.5,set_sim_join_candonly,0,,,,,,,,,,,,,3360,1176,582972,424,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.5,set_sim_join_ext_stat,2406980403,2224062,8094247145,2652081298,2652081298,928639317,18576577854,4813960806,844788188,4360314474,490201790,1839296728,975360,3376,1040,689208,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.95,set_sim_join_candonly,0,,,,,,,,,,,,,3344,1184,5056,472,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.6,set_sim_join_nostat,152411294,,,,,,,,,,,,,3364,1032,173052,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.7,set_sim_join_nostat,12966629,,,,,,,,,,,,,3360,1228,98236,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.9,set_sim_join_nostat,3770786,,,,,,,,,,,,,3344,1224,9624,420,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.8,set_sim_join_candonly,0,,,,,,,,,,,,,3352,1220,10960,496,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.6,set_sim_join_candonly,0,,,,,,,,,,,,,3340,1188,93556,500,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.6,set_sim_join_nostat,152411294,,,,,,,,,,,,,3576,960,225880,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.8,set_sim_join_ext_stat,4806011,1203524,423722309,282095920,282095920,7781911,40626408,9612022,453533809,3029162308,554579818,2624904,,3388,1188,20968,516,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.6,set_sim_join_ext_stat,152411294,1773220,2493000768,1558127074,1558127074,278315697,1467563550,304822588,2410191950,14895523713,2811431560,5667546,,3356,1020,174512,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.75,set_sim_join_nostat,12736613,,,,,,,,,,,,,3372,1660,53748,392,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.6,set_sim_join_nostat,152411294,,,,,,,,,,,,,3364,1024,163596,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.7,set_sim_join_nostat,12966629,,,,,,,,,,,,,3528,1140,68192,336,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.85,set_sim_join_ext_stat,3828906,1062948,327922177,23742827,23742827,3435905,27695505,7657812,54047927,345048720,39827842,2624904,105,3472,1028,13128,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.8,set_sim_join_ext_stat,4806011,940410,315681340,139026712,282095920,7696498,40626408,9612022,448277583,3029162308,554579818,2624904,489427,3292,1464,22288,340,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.6,set_sim_join_ext_stat,152411294,6951187,17891228790,3002779558,206463269,157898525,346114158,66227688,230235727,593622302,108103950,,,3316,1192,319292,324,395397,524953,79827,4304,575,190,84,88,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.85,set_sim_join_candonly,0,,,,,,,,,,,,,3456,1552,29180,512,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.85,set_sim_join_candonly,0,,,,,,,,,,,,,3512,1104,5472,368,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.5,set_sim_join_nostat,2406980403,,,,,,,,,,,,,3276,1704,632516,436,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.8,set_sim_join_candonly,0,,,,,,,,,,,,,3344,1252,46144,340,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.6,set_sim_join_candonly,0,,,,,,,,,,,,,3280,1480,67180,340,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.85,set_sim_join_ext_stat,3828906,1062948,327922177,327665366,327665366,5867754,27695505,7657812,867244093,2992619441,647672920,2624904,63451,3260,1048,15252,428,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.9,set_sim_join_candonly,0,,,,,,,,,,,,,3408,1136,11512,512,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.75,set_sim_join_ext_stat,12736613,1174695,841096494,390576768,519806106,31050816,128006233,25473226,825376932,5476001316,1014138986,2624904,3195805,3276,1704,58652,480,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.8,set_sim_join_nostat,4806011,,,,,,,,,,,,,4016,1172,21056,508,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.9,set_sim_join_nostat,3770786,,,,,,,,,,,,,3440,1584,28960,516,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.75,set_sim_join_candonly,0,,,,,,,,,,,,,3408,1032,25564,336,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.8,set_sim_join_nostat,4806011,,,,,,,,,,,,,3280,896,30296,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.7,set_sim_join_ext_stat,12966629,1405418,1120672112,67535671,67535671,32321663,132511017,25933258,172392154,1045417678,109138084,2624904,15038,3364,1180,69808,548,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.6,set_sim_join_ext_stat,152411294,1773220,3034885008,1558127074,1558127074,273631542,1467563550,304822588,2301129115,14895523713,2811431560,5705095,28640331,3352,1016,168532,368,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.9,set_sim_join_nostat,3770786,,,,,,,,,,,,,3284,1456,6776,372,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.9,set_sim_join_ext_stat,3770786,1018348,307270874,307249197,307249197,5338674,26566885,7541572,789008283,2643013734,606956822,2624904,235,3228,884,12832,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.8,set_sim_join_candonly,0,,,,,,,,,,,,,3444,1040,11048,332,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.5,set_sim_join_candonly,0,,,,,,,,,,,,,3360,1240,288808,472,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.7,set_sim_join_candonly,0,,,,,,,,,,,,,3272,876,18104,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,adaptjoin,containment,0.5,set_sim_join_nostat,2406980403,,,,,,,,,,,,,3468,1552,716120,508,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,ppjoin,containment,0.85,set_sim_join_candonly,0,,,,,,,,,,,,,3548,1120,4808,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.7,set_sim_join_nostat,12966629,,,,,,,,,,,,,3280,1464,56884,336,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,groupjoin,containment,0.85,set_sim_join_ext_stat,3828906,755488,79111747,44182819,193434239,3435905,27695505,7657812,297483503,1857130848,379210666,2624904,25469,3428,1612,8692,336,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.75,set_sim_join_ext_stat,12736613,1373665,1053102607,1046623935,1046623935,56039022,128006233,25473226,2908238177,10175493378,2067774644,2624904,23818903,3332,896,74192,320,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,allpairs,containment,0.5,set_sim_join_ext_stat,2406980403,2224062,8094247145,7985416725,7985416725,3079721841,18576577854,4813960806,19140826796,57343868665,11156872644,1839296728,515823437,3240,880,651092,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.7,set_sim_join_ext_stat,12966629,1405418,852243727,541747159,541747159,32797388,132511017,25933258,891294618,5881450456,1057561060,2624904,,3492,1040,52332,324,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin,containment,0.75,set_sim_join_candonly,0,,,,,,,,,,,,,3376,1204,26788,420,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,PPjoin+,containment,0.75,set_sim_join_ext_stat,12736613,1373665,1053102607,63886281,63886281,31050816,128006233,25473226,157183496,941520258,102299336,2624904,3484,3384,1032,64552,328,,,,,,,,,,,,,,,,,,,,,
/u/zhengw14/data/AOL-user-ct-collection/aol-data-white-dedup-raw90.txt,mpjoin_PEL,containment,0.85,set_sim_join_nostat,3828906,,,,,,,,,,,,,3360,1028,10132,404,,,,,,,,,,,,,,,,,,,,,